x_Axis:Wavelength,2610.439483,2594.94661,2579.636552,2564.506092,2549.552087,2534.771469,2520.161239,2505.718469,2491.440296,2477.323921,2463.366611,2449.565691,2435.918548,2422.422626,2409.075425,2395.8745,2382.81746,2369.901965,2357.125726,2344.486503,2331.982104,2319.610382,2307.369237,2295.256613,2283.270496,2271.408915,2259.669938,2248.051676,2236.552274,2225.169919,2213.902833,2202.749273,2191.707531,2180.775936,2169.952847,2159.236656,2148.625788,2138.118697,2127.713869,2117.409817,2107.205084,2097.098242,2087.087889,2077.172649,2067.351173,2057.622138,2047.984245,2038.436218,2028.976807,2019.604783,2010.318942,2001.1181,1992.001095,1982.966787,1974.014055,1965.1418,1956.348941,1947.634417,1938.997187,1930.436225,1921.950528,1913.539105,1905.200987,1896.93522,1888.740865,1880.617001,1872.562723,1864.57714,1856.659377,1848.808574,1841.023885,1833.304479,1825.649537,1818.058255,1810.529843,1803.063523,1795.65853,1788.314111,1781.029526,1773.804047,1766.636957,1759.527551,1752.475137,1745.479031,1738.538561,1731.653067,1724.821898,1718.044413,1711.319983,1704.647986,1698.027812,1691.45886,1684.940536,1678.472259,1672.053453,1665.683554,1659.362005,1653.088257,1646.86177,1640.682012,1634.548459,1628.460595,1622.417911,1616.419906,1610.466087,1604.555966,1598.689065,1592.864911,1587.083039,1581.342989,1575.644311,1569.986558,1564.36929,1558.792075,1553.254487,1547.756103,1542.29651,1536.875298,1531.492063,1526.146409,1520.837943,1515.566279,1510.331034,1505.131834,1499.968306,1494.840085,1489.746811,1484.688126,1479.663681,1474.673128,1469.716125,1464.792336,1459.901429,1455.043073,1450.216947,1445.422729,1440.660105,1435.928763,1431.228396,1426.558702,1421.91938,1417.310135,1412.730676,1408.180715,1403.659968,1399.168155,1394.704998,1390.270224,1385.863564,1381.48475,1377.13352,1372.809614,1368.512775,1364.24275,1359.999289,1355.782145,1351.591073,1347.425832,1343.286185,1339.171896,1335.082734,1331.018467,1326.978871,1322.96372,1318.972794,1315.005875,1311.062745,1307.143192,1303.247005,1299.373975
1,613Raw_Abs_1.Spectrum,3.175479419,2.939697724,2.877181769,3.020546327,3.263417162,3.215381896,3.011229724,2.971128915,3.145009755,3.433733043,3.258286333,2.93883251,2.774575525,2.691325302,2.568564358,2.381995231,2.206380047,2.077910733,1.982050126,1.8910829,1.796016868,1.710858161,1.649389435,1.609485204,1.574180269,1.526154735,1.46622077,1.409873942,1.370581533,1.354033237,1.358270605,1.37474404,1.395190276,1.41787057,1.445704598,1.481756514,1.526691553,1.579215223,1.638749085,1.706522896,1.78341165,1.867772406,1.956876968,2.050313711,2.150097803,2.258597737,2.37887789,2.514513188,2.659549412,2.782721577,2.85966279,2.941225638,3.108195378,3.348904069,3.33395854,3.099958644,3.032645753,3.255949387,3.779503525,3.314219404,2.892833047,2.853085782,3.060139103,2.998665547,2.391519034,1.749280595,1.406046358,1.206643345,1.099082176,1.050021844,1.031713177,1.023691642,1.018001453,1.01670626,1.021923224,1.030054232,1.034999359,1.034603635,1.031234256,1.026270299,1.01757601,1.003639894,0.987717799,0.975216939,0.96791039,0.962598634,0.955683999,0.94806549,0.944017858,0.945706088,0.950130277,0.95198954,0.949572177,0.946327914,0.946371652,0.950292398,0.955711943,0.961000011,0.967237539,0.976109632,0.987054053,0.99763173,1.006678087,1.015888125,1.027583228,1.041863522,1.056899215,1.071781143,1.087804229,1.106320608,1.126428739,1.146095037,1.165463144,1.187343235,1.213629452,1.2424749,1.270474633,1.297729085,1.328593276,1.366282215,1.408406775,1.449794586,1.489946646,1.534548584,1.587616925,1.644343588,1.695620697,1.741136871,1.790304179,1.84663415,1.896783553,1.922638727,1.928095399,1.934218719,1.948296897,1.95550758,1.940421821,1.910724214,1.884179217,1.861849662,1.828351354,1.771986647,1.695146016,1.603851717,1.500226777,1.388971955,1.280998056,1.187522254,1.114852826,1.063703333,1.030350033,1.009016288,0.994838262,0.985100191,0.978341226,0.973214644,0.968489734,0.963591737,0.958412335,0.952757697,0.946466433,0.93993644,0.934069876,0.929495876,0.926052967,0.923323676,0.921437874,0.920844939,0.92130991,0.921516889
2,633Raw_Abs_4.Spectrum,3.218132994,3.001715922,2.967169442,3.219589894,4.069153283,3.995592934,3.291192502,3.138639264,3.30767949,3.703838444,3.443132586,3.030995492,2.839050926,2.75632222,2.643677122,2.456938828,2.27350753,2.138254152,2.040624936,1.952959196,1.863055494,1.782227569,1.724230525,1.687477585,1.653863241,1.603896037,1.538653375,1.476413161,1.432859034,1.414324256,1.418224313,1.434707915,1.454652607,1.476451889,1.503552998,1.539226697,1.583761842,1.635178677,1.692475904,1.756957534,1.830010038,1.910902579,1.997851362,2.090757681,2.191024052,2.29973975,2.419367888,2.555595803,2.70810398,2.852417175,2.958800132,3.061893713,3.247564669,3.527077546,3.475981602,3.226872431,3.179782029,3.479342897,4.278865692,3.535791482,2.980024584,2.940616401,3.173299671,3.015006675,2.506330319,1.830678239,1.481964335,1.281033714,1.172913681,1.123555958,1.105024125,1.096845509,1.091160915,1.090037643,1.095435034,1.10359841,1.108470359,1.10811765,1.104981131,1.100198069,1.091397421,1.07725105,1.06147574,1.049680978,1.043313755,1.038523145,1.031345069,1.023005617,1.018472764,1.020413804,1.025767497,1.028563029,1.026313519,1.022175744,1.020610392,1.023023102,1.027832963,1.03350067,1.040313429,1.049034778,1.059093427,1.0691957,1.079382752,1.091149543,1.105108266,1.119574672,1.132528194,1.144706887,1.159194989,1.177654222,1.198175461,1.217714987,1.236373748,1.257516577,1.283247251,1.311471539,1.338681697,1.365231871,1.395531661,1.432391604,1.47328676,1.513826248,1.554384129,1.600055613,1.652876913,1.707073636,1.755691825,1.801106121,1.851292902,1.90490439,1.947879853,1.971943027,1.990011793,2.01764284,2.046254586,2.049925341,2.025724624,2.000872378,1.990579323,1.976230757,1.930076746,1.855570194,1.776023067,1.696400305,1.602506467,1.489669614,1.374412613,1.276108432,1.202748227,1.151746645,1.116330232,1.091437922,1.075215472,1.066292967,1.06124771,1.055816971,1.048721036,1.042210341,1.037934879,1.033967782,1.027007134,1.017181598,1.008593797,1.00458457,1.00409028,1.003138351,0.999722039,0.995971841,0.994815623,0.996064942
3,633Raw_Abs_5.Spectrum,3.18104649,2.957324852,2.931031293,3.117582346,3.460477717,3.519131451,3.192014002,3.120179588,3.30571206,3.569899276,3.31791875,2.995306763,2.842607291,2.770335595,2.6448307,2.448006414,2.267130255,2.138550461,2.045350676,1.957639666,1.865305313,1.782933968,1.725207191,1.689564318,1.656491445,1.606061237,1.540387983,1.478590434,1.436049382,1.418184266,1.4216167,1.436651203,1.4552896,1.476838501,1.504710368,1.541329057,1.58583774,1.635779705,1.691044195,1.754459972,1.828048772,1.909903162,1.995932423,2.084993552,2.180304215,2.285864723,2.404056891,2.535630515,2.675948194,2.809250394,2.925764114,3.060403931,3.2769409,3.510880729,3.372049268,3.136704271,3.104936036,3.420538983,4.204460484,3.517318272,3.00705822,2.966812958,3.218982448,3.032808122,2.505712845,1.835662889,1.486528874,1.28464178,1.175677824,1.125915229,1.107508157,1.099660541,1.094022808,1.092585035,1.09768433,1.105859216,1.110840567,1.110277762,1.10667631,1.101717509,1.093271986,1.079441964,1.063210948,1.050271407,1.042963767,1.038256054,1.032017887,1.024499128,1.020047533,1.021622179,1.026823863,1.029821915,1.027566602,1.022865908,1.020665567,1.023115061,1.028676588,1.034985801,1.041635193,1.049726967,1.059617115,1.070241494,1.08067491,1.091418983,1.103511129,1.116971545,1.130972169,1.145393594,1.161244466,1.179149665,1.198229852,1.217342848,1.23708726,1.259285449,1.284278453,1.309981904,1.33480616,1.360938626,1.392646622,1.431069351,1.472298988,1.512197532,1.552650907,1.599529663,1.653487435,1.705956194,1.748833244,1.787510663,1.835533008,1.895589861,1.95095038,1.982874191,1.997360263,2.014763635,2.037231281,2.044308231,2.024874313,1.996433784,1.976584949,1.957791423,1.918876019,1.854994318,1.779406346,1.69758206,1.601674232,1.489847111,1.375945075,1.277030257,1.201886243,1.150152862,1.116029832,1.093005362,1.077076513,1.066461511,1.059549776,1.054189578,1.048919748,1.043717869,1.038790311,1.033345084,1.026401669,1.018592778,1.012030681,1.008150599,1.006277945,1.004521943,1.001989533,0.99944824,0.997714868,0.996401871
4,775Raw_Abs_1.Spectrum,3.0075745,2.467022954,2.383219998,2.585713919,3.05487893,2.969248416,2.587754715,2.476923436,2.604138728,2.817573667,2.637620233,2.34055244,2.182760812,2.113532168,2.02332507,1.866368976,1.7046372,1.58373512,1.497304266,1.418972267,1.33653672,1.262447522,1.212239212,1.184551584,1.157582635,1.106053508,1.031333564,0.95754138,0.9044442,0.879780262,0.881042937,0.897239355,0.917422794,0.938846067,0.964888347,0.999245835,1.042520204,1.092669606,1.148682822,1.212671789,1.287617544,1.373764684,1.467529348,1.564109598,1.661390809,1.762808471,1.877566432,2.013275395,2.157770208,2.269310434,2.332545503,2.414755417,2.590766106,2.780977499,2.656299565,2.44587018,2.407786383,2.602197415,2.826377411,2.446336515,2.141309159,2.122982009,2.429086363,2.571939906,1.641775657,1.113032192,0.802862004,0.619620826,0.520872901,0.475806348,0.457882164,0.448278645,0.44086444,0.438280529,0.441915033,0.447539932,0.449667849,0.447485803,0.443785511,0.438958601,0.429624646,0.414129727,0.396667185,0.383387658,0.375775249,0.369595493,0.360573131,0.350138378,0.343842725,0.344709797,0.349287173,0.350511111,0.34505086,0.336477871,0.330617529,0.329993649,0.333013426,0.337125917,0.34176723,0.347931115,0.355891588,0.36454682,0.37302949,0.381968378,0.392472467,0.404454872,0.416835631,0.429370006,0.443315509,0.459766203,0.47800019,0.496353142,0.514690111,0.534894631,0.558420087,0.584296543,0.610572411,0.637570696,0.668193002,0.704294193,0.743935066,0.783687733,0.823616127,0.867662145,0.917974352,0.970726307,1.020168339,1.066815115,1.116594427,1.169644632,1.214186607,1.237794026,1.244020444,1.245996049,1.246853178,1.237723573,1.213477623,1.180425523,1.144304843,1.101070512,1.044460955,0.975957043,0.900427591,0.816981805,0.721769647,0.61776927,0.515744373,0.426642854,0.356659025,0.306809406,0.273861183,0.252410161,0.237707734,0.226991009,0.218783104,0.211769614,0.204676714,0.196917238,0.188774569,0.18085575,0.173498932,0.166656772,0.160224203,0.154335738,0.149292849,0.14526269,0.142108643,0.139518484,0.137216879,0.135064098
5,728Raw_Abs_10.Spectrum,2.867161923,2.421362033,2.35192795,2.57462843,3.166425861,3.049205298,2.586512076,2.455663422,2.594995963,2.890784822,2.706704315,2.347819708,2.163100887,2.087975331,2.005902958,1.854878344,1.691004983,1.566480552,1.47966931,1.405162165,1.328255094,1.258993707,1.212988874,1.189211354,1.163935728,1.108812106,1.026179698,0.944107359,0.884202038,0.853864048,0.849782155,0.860551672,0.875171099,0.890771789,0.910416239,0.937625673,0.973324087,1.016083034,1.065103598,1.122093021,1.189608524,1.268077944,1.354638384,1.445017613,1.536662637,1.63151804,1.737694122,1.864986229,2.009758777,2.140501172,2.22914471,2.317981621,2.48599685,2.707685673,2.653610236,2.430498543,2.356520605,2.514964261,2.80621986,2.496030968,2.144107882,2.076176872,2.354666649,2.618538927,1.734694926,1.151499971,0.816273044,0.617865594,0.509379302,0.458525016,0.437653758,0.426440595,0.417419827,0.412958927,0.414931548,0.419371263,0.420446092,0.416923919,0.411699076,0.405570186,0.395268247,0.378860056,0.36037781,0.346217541,0.338154908,0.331826015,0.322509698,0.311513547,0.304778512,0.305649235,0.310340848,0.31090056,0.303529471,0.29242107,0.284399187,0.282405474,0.28454862,0.287812981,0.291584527,0.297138841,0.304800992,0.313069623,0.320687427,0.328435174,0.337934965,0.349301373,0.361052097,0.372437089,0.38477496,0.399692212,0.416761233,0.433986842,0.450728599,0.468880888,0.490370325,0.514465065,0.538825159,0.563271546,0.590843931,0.624042546,0.66125986,0.698683084,0.735982615,0.77771008,0.827320153,0.881351031,0.932405742,0.979127014,1.028380835,1.083651894,1.134767849,1.165987529,1.177175445,1.18374854,1.193556695,1.197314548,1.184301234,1.159370779,1.13356448,1.106303365,1.066525235,1.008190711,0.935211357,0.85028203,0.751144301,0.640160664,0.528739068,0.43000597,0.351934359,0.296004156,0.258456895,0.233226891,0.215413741,0.202520852,0.193136693,0.185454383,0.177599372,0.168970953,0.160280424,0.152174028,0.144340211,0.136185027,0.128027072,0.12103658,0.11595542,0.112233625,0.108743449,0.105198804,0.102326358,0.100622653
6,601Raw_Abs_9.Spectrum,3.433211118,3.055830413,2.967384229,3.154113871,3.541100063,3.525447665,3.169445075,3.08836052,3.282663386,3.568996453,3.241658454,2.911410311,2.760449091,2.697911623,2.591520316,2.405755926,2.224146803,2.090138767,1.990196067,1.896159806,1.799042495,1.713113888,1.652137711,1.613502133,1.579161047,1.530782868,1.469470069,1.411886948,1.372069637,1.355163409,1.35812563,1.372134206,1.389909275,1.410670834,1.437349185,1.472230086,1.514988211,1.563845181,1.618654992,1.681759994,1.755391081,1.838939294,1.929190537,2.023115523,2.119879899,2.221808334,2.335951499,2.471313437,2.623851516,2.757544721,2.838041773,2.915903937,3.085202679,3.343963292,3.329471383,3.079890847,2.996545443,3.206884972,3.909197995,3.413178432,2.898715274,2.829494779,3.204273542,3.00800167,2.479712772,1.788258107,1.430379421,1.223659179,1.112002602,1.060593559,1.040859557,1.031806193,1.025230337,1.023247292,1.02802407,1.035773948,1.040086291,1.038682925,1.034225439,1.028566746,1.019754475,1.005965341,0.989965662,0.977051077,0.969293018,0.963798274,0.956956616,0.949353644,0.945077445,0.946514415,0.951065486,0.95349083,0.951481145,0.947756715,0.946456267,0.949082273,0.954284197,0.960498547,0.967719959,0.976504651,0.986320442,0.995917856,1.005156089,1.015414435,1.027808097,1.04174247,1.055873446,1.070151925,1.085920143,1.103855607,1.122860787,1.141746075,1.161409383,1.183990969,1.209818098,1.236561859,1.262522226,1.289943685,1.322987954,1.362258729,1.403061432,1.441046084,1.479006453,1.524340633,1.579330059,1.636366553,1.685892609,1.729750572,1.778895691,1.83602663,1.887205361,1.917207152,1.932005145,1.948705639,1.967562102,1.97044076,1.949510898,1.922404112,1.906202065,1.894810562,1.867416812,1.813418379,1.739724362,1.652494034,1.549872871,1.434960326,1.32103479,1.221935726,1.14479464,1.089997266,1.053619964,1.030364038,1.01589128,1.007163983,1.001461247,0.99617127,0.989943039,0.983201602,0.976946495,0.971443437,0.966145615,0.960548599,0.954774195,0.94936983,0.94496799,0.942066033,0.940717661,0.940273461,0.939687744,0.938634084
7,601Raw_Abs_8.Spectrum,3.108770377,2.835111979,2.793935738,2.995519132,3.430076879,3.550049644,3.186050508,3.047203757,3.174231915,3.429210645,3.258394722,2.950125353,2.779828418,2.691834849,2.571242359,2.390289489,2.217053409,2.087354328,1.988761775,1.895559048,1.799850042,1.715093189,1.654122227,1.614504874,1.579351325,1.531366352,1.471163281,1.414022948,1.373358987,1.354876719,1.356840884,1.371345122,1.390627747,1.412689338,1.439741119,1.474242486,1.516692634,1.566133412,1.622521729,1.687569639,1.762732373,1.846966797,1.937168725,2.030823423,2.127357674,2.228518152,2.340192342,2.470780461,2.618494499,2.754309034,2.846687955,2.932693651,3.087964815,3.286638296,3.231638652,3.029515209,2.983608999,3.211536067,3.818720209,3.329309624,2.868354547,2.81870284,3.158659226,2.998146728,2.473864952,1.784476494,1.42866513,1.22305615,1.111940787,1.060847559,1.041517519,1.033076178,1.027080332,1.025268194,1.029750032,1.037132997,1.041488348,1.040518275,1.03629133,1.030213826,1.020655102,1.006617571,0.991259712,0.979369148,0.972167114,0.966408794,0.958942671,0.951077572,0.947063689,0.948768765,0.953013542,0.954622981,0.952025071,0.948547008,0.948194569,0.951802951,0.957438185,0.963497426,0.970366127,0.978945476,0.988772063,0.998527457,1.008033029,1.018597578,1.031105364,1.044719092,1.058215268,1.07210057,1.088175228,1.106899409,1.126378792,1.144881115,1.163781335,1.186368719,1.213597708,1.242455198,1.269719618,1.296769215,1.328395947,1.366624988,1.407777245,1.447428917,1.487465889,1.534427255,1.590072099,1.6464381,1.694452898,1.737486489,1.78722552,1.844744987,1.892818221,1.915965293,1.925454349,1.943358472,1.969647558,1.979575971,1.959068719,1.927845381,1.90816405,1.894868811,1.863300693,1.802030086,1.722892928,1.635690638,1.537704565,1.42821272,1.318085814,1.221494209,1.146356888,1.092939412,1.056771834,1.032642839,1.017132575,1.008055021,1.00255996,0.997113944,0.989961421,0.982387148,0.976449973,0.972170387,0.967602443,0.961539172,0.955190297,0.95060336,0.948120521,0.946056132,0.942992971,0.93973009,0.938338219,0.939703196
8,641Raw_Abs_1.Spectrum,2.778378298,2.60543476,2.581288898,2.768720288,3.141052145,3.098299819,2.807557253,2.70766434,2.806858283,2.979761475,2.864164756,2.605034752,2.455467372,2.386981024,2.298091752,2.143243064,1.981216796,1.857445412,1.766955933,1.685185323,1.600897101,1.525819048,1.474296109,1.444637896,1.41622168,1.365489409,1.293409419,1.222258497,1.170639253,1.145760334,1.145136963,1.158622338,1.176310578,1.195746583,1.219932951,1.252163781,1.2930589,1.341004832,1.395396741,1.458359404,1.532550359,1.617872792,1.710835941,1.807501228,1.906459266,2.009433357,2.121236535,2.24670729,2.378698833,2.488270114,2.557369926,2.626959787,2.753892488,2.892652165,2.839183156,2.6841133,2.642136071,2.791856306,3.038086348,2.807277563,2.50680304,2.476400624,2.828726723,3.00300918,2.118751788,1.51039255,1.172463828,0.974668704,0.8676703,0.818669816,0.800050298,0.79147436,0.785233535,0.783523988,0.788264847,0.795588389,0.799543671,0.798586416,0.795503441,0.79130825,0.782964604,0.768484121,0.751670136,0.738864741,0.732070834,0.727326802,0.720116793,0.711424957,0.706630831,0.708827683,0.71463,0.716967636,0.712538424,0.705100273,0.700624851,0.701529984,0.706007014,0.711417434,0.717278162,0.724657062,0.733780761,0.74353546,0.753246037,0.763771857,0.776128411,0.789735444,0.80304926,0.815939205,0.830321233,0.847839254,0.867683306,0.887555692,0.90678206,0.927347074,0.951313846,0.97831603,1.006513707,1.035646865,1.067663051,1.103687251,1.141935728,1.180295675,1.220258626,1.265672066,1.31669581,1.367238105,1.411934562,1.454794663,1.504427771,1.559663971,1.604807001,1.626848628,1.634581184,1.644906391,1.657473267,1.655635547,1.633167776,1.605197034,1.584548008,1.563582196,1.524236855,1.462319018,1.388613518,1.307897368,1.214968284,1.109420829,1.002835078,0.909482962,0.837097031,0.785960657,0.751891945,0.729748131,0.715640303,0.706776309,0.700368722,0.693941908,0.686883265,0.680469822,0.67564333,0.671364368,0.665686647,0.65829858,0.651164284,0.646374204,0.644017278,0.642438076,0.640330711,0.638011076,0.636430218,0.63566231
9,721Raw_Abs_7.Spectrum,2.807400093,2.43675235,2.368668638,2.571830846,3.049374356,2.965341045,2.584120946,2.471586551,2.601136351,2.84374089,2.690219969,2.385834951,2.223534894,2.153121429,2.058612887,1.894296372,1.728047492,1.605855327,1.518893349,1.438536195,1.352478881,1.274947418,1.222601493,1.193773024,1.16597295,1.114115329,1.040362699,0.968891352,0.918535345,0.895425246,0.89569762,0.908822651,0.925855786,0.945193726,0.969548398,1.001210083,1.040172676,1.085255345,1.136538735,1.195724241,1.264022403,1.340482284,1.422636558,1.508247128,1.596093319,1.687493673,1.789577955,1.912991569,2.056438557,2.188344316,2.275167767,2.355473175,2.507248932,2.704526491,2.659204861,2.456257402,2.388847332,2.546596849,2.816817891,2.512418618,2.174497537,2.110498661,2.388580387,2.675472237,1.768224102,1.187138209,0.853082088,0.655498023,0.547625009,0.497098422,0.476252828,0.464930763,0.455903608,0.451638281,0.453864405,0.458331468,0.458961338,0.454448977,0.447936839,0.440760335,0.430133943,0.414068266,0.395920594,0.381471348,0.372554576,0.36544687,0.355947554,0.345073585,0.33799026,0.337734292,0.341179985,0.341649436,0.335945076,0.327431634,0.321661468,0.320991242,0.32376153,0.327476884,0.331711112,0.337532256,0.34512708,0.353216095,0.360856665,0.368787452,0.378283167,0.389320576,0.400777172,0.412378371,0.425413892,0.440956746,0.458099698,0.474951809,0.491391654,0.509629493,0.531472724,0.555947856,0.580672713,0.605535499,0.633489096,0.666935278,0.704512913,0.742876305,0.781672247,0.824569652,0.874019818,0.926638114,0.976445087,1.023195765,1.072978875,1.127758812,1.177614009,1.209287605,1.223732907,1.2340758,1.246009598,1.251126772,1.240820215,1.219038391,1.193593876,1.162856674,1.11866829,1.057979241,0.983414305,0.894962467,0.791192053,0.677698538,0.566820403,0.469817322,0.392834734,0.337174452,0.30001118,0.275872946,0.259366375,0.246969131,0.236879812,0.228136268,0.220124399,0.212495182,0.204996174,0.197240184,0.188893101,0.180203399,0.172112804,0.165627106,0.160985057,0.157432629,0.153984971,0.150442465,0.147474628,0.1457163
